"","Title","Company","City","State","Skills"
"1784","Data Analyst/Scientist","Pivotal-Labs-Inc","Denver"," CO","Python. SQL. R. SAS. Excel. C++."
"1785","Junior Quantitative Researcher - Machine Learning","Noblis","Washington"," DC","R. C++. Tableau."
"1786","STATISTICIAN DATA SCIENTIST - ENTERPRISE ANALYTICS","Unc-Health-Care","Chapel Hill"," NC","Python. SQL. C++. Java."
"1787","Data Scientist","Indeed","Seattle"," WA","NoSQL. R. C++. Java."
"1788","Machine Learning Engineer #93356","Sharp-Laboratories-of-America","Santa Ana"," CA","SAS. Excel. C++. statistics. Java."
"1789","Data and Research Analyst","Pacific-Gas-and-Electric-Company-(pg&E)","Honolulu"," HI","Python. R. SAS. C++. Java."
"1790","Data Scientist-ISD","Osu-Wexner-Medical-Center","Bentonville"," AR","C++."
"1791","Data Scientist","Nci-Information-Systems-Inc","Southfield"," MI","Python. SQL. NoSQL. R. SAS. Excel. C++. statistics."
"1792","Geospatial Data Scientist","Asml","Boston"," MA","SQL. C++."
"1793","Associate Research Scientist - Machine Learning","Parker-Hannifin","San Antonio"," TX","Python. SQL. R. C++."
"1794","Research Analyst","Qualcomm","Denver"," CO","R. Excel. C++."
"1795","Data Scientist","Micron-Technology-Inc","Mountain View"," CA","C++."
"1796","Sr. Data Scientist","Booz-Allen-Hamilton","Denver"," CO","Python. R. C++."
"1797","Data Scientist","Akuna-Capital","Washington"," DC","C++."
"1798","Manager, Data & Analytics Delivery","Pacific-Gas-and-Electric-Company-(pg&E)","San Francisco"," CA","Python. R. Excel. C++. statistics. Java."
"1799","Research Scientist","Osu-Wexner-Medical-Center","Columbus"," OH","Python. SQL. R. SAS. C++. statistics. Tableau."
"1800","Statistician I","Nci-Information-Systems-Inc","Nashville"," TN","Python. SQL. R. Excel. C++. statistics. Java."
"1801","Semiconductor Patterning Data Scientist","Asml","San Jose"," CA","C++."
"1802","Data Scientist - eBusiness","Parker-Hannifin","Cleveland"," OH","Python. SQL. C++. statistics."
"1803","Autonomy - Contributor DSP and Machine Learning Real Time Optimization","Qualcomm","San Diego"," CA","Python. SQL. R. C++."
"1804","Intern - Enterprise Data Science","Micron-Technology-Inc","Boise"," ID","Python. SQL. R. C++. Tableau."
"1805","Data Analyst/Scientist","Booz-Allen-Hamilton","McLean"," VA","Python. SQL. R. SAS. Excel. C++. Tableau."
"1806","Junior Quantitative Researcher - Machine Learning","Akuna-Capital","Chicago"," IL","Python. R. Excel. C++."
"1807","Manager, Data & Analytics Delivery","Pacific-Gas-and-Electric-Company-(pg&E)","Honolulu"," HI","Python. SQL. R. C++."
"1808","Research Scientist","Osu-Wexner-Medical-Center","Bentonville"," AR","Python. SQL. R. SAS. Excel. C++."
"1809","Statistician I","Nci-Information-Systems-Inc","Southfield"," MI","R. C++. Tableau."
"1810","Semiconductor Patterning Data Scientist","Asml","Boston"," MA","Python. SQL. C++. Java."
"1811","Data Scientist - eBusiness","Parker-Hannifin","San Antonio"," TX","NoSQL. R. C++. Java."
"1812","Autonomy - Contributor DSP and Machine Learning Real Time Optimization","Qualcomm","Denver"," CO","SAS. Excel. C++. statistics. Java."
"1813","Intern - Enterprise Data Science","Micron-Technology-Inc","Mountain View"," CA","Python. R. SAS. C++. Java."
"1814","Data Analyst/Scientist","Booz-Allen-Hamilton","Denver"," CO","C++."
"1815","Junior Quantitative Researcher - Machine Learning","Akuna-Capital","Washington"," DC","Python. SQL. NoSQL. R. SAS. Excel. C++. statistics."
"1816","Manager, Data & Analytics Delivery","Kamehameha-Schools","San Francisco"," CA","SQL. C++."
"1817","Research Scientist","Walmart","Columbus"," OH","Python. SQL. R. C++."
"1818","Statistician I","Thyssenkrupp","Nashville"," TN","R. Excel. C++."
"1819","Semiconductor Patterning Data Scientist","Booz-Allen-Hamilton","San Jose"," CA","C++."
"1820","Analyst - Business Analytics","Owens-Corning","Denver"," CO","Python. R. C++."
"1821","Data Scientist - eBusiness","Pearson","Cleveland"," OH","C++."
"1822","Data Analyst/Scientist","Pivotal-Labs-Inc","McLean"," VA","Python. R. Excel. C++. statistics. Java."
"1823","Junior Quantitative Researcher - Machine Learning","Noblis","Chicago"," IL","Python. SQL. R. SAS. C++. statistics. Tableau."
"1824","Manager, Data & Analytics Delivery","Kamehameha-Schools","Honolulu"," HI","Python. SQL. R. Excel. C++. statistics. Java."
"1825","Research Scientist","Walmart","Bentonville"," AR","C++."
"1826","Statistician I","Thyssenkrupp","Southfield"," MI","Python. SQL. C++. statistics."
"1827","Semiconductor Patterning Data Scientist","Booz-Allen-Hamilton","Boston"," MA","Python. SQL. R. C++."
"1828","Analyst - Business Analytics","Owens-Corning","Granville"," OH","Python. SQL. R. C++. Tableau."
"1829","Data Scientist - eBusiness","Pearson","San Antonio"," TX","Python. SQL. R. SAS. Excel. C++. Tableau."
"1830","Data Analyst/Scientist","Pivotal-Labs-Inc","Denver"," CO","Python. R. Excel. C++."
"1831","Junior Quantitative Researcher - Machine Learning","Noblis","Washington"," DC","Python. SQL. R. C++."
"1832","Manager, Data & Analytics Delivery","Pacific-Gas-and-Electric-Company-(pg&E)","Honolulu"," HI","Python. SQL. R. SAS. Excel. C++."
"1833","Research Scientist","Osu-Wexner-Medical-Center","Bentonville"," AR","R. C++. Tableau."
"1834","Statistician I","Nci-Information-Systems-Inc","Southfield"," MI","Python. SQL. C++. Java."
"1835","Semiconductor Patterning Data Scientist","Asml","Boston"," MA","NoSQL. R. C++. Java."
"1836","Data Scientist - eBusiness","Parker-Hannifin","San Antonio"," TX","SAS. Excel. C++. statistics. Java."
"1837","Autonomy - Contributor DSP and Machine Learning Real Time Optimization","Qualcomm","Denver"," CO","Python. R. SAS. C++. Java."
"1838","Intern - Enterprise Data Science","Micron-Technology-Inc","Mountain View"," CA","C++."
"1839","Data Analyst/Scientist","Booz-Allen-Hamilton","Denver"," CO","Python. SQL. NoSQL. R. SAS. Excel. C++. statistics."
"1840","Junior Quantitative Researcher - Machine Learning","Akuna-Capital","Washington"," DC","SQL. C++."
"1841","Manager, Data & Analytics Delivery","Kamehameha-Schools","San Francisco"," CA","Python. SQL. R. C++."
"1842","Research Scientist","Walmart","Columbus"," OH","R. Excel. C++."
"1843","Statistician I","Thyssenkrupp","Nashville"," TN","C++."
"1844","Semiconductor Patterning Data Scientist","Booz-Allen-Hamilton","San Jose"," CA","Python. R. C++."
"1845","Analyst - Business Analytics","Owens-Corning","Denver"," CO","C++."
"1846","Data Scientist - eBusiness","Pearson","Cleveland"," OH","Python. R. Excel. C++. statistics. Java."
"1847","Data Analyst/Scientist","Pivotal-Labs-Inc","McLean"," VA","Python. SQL. R. SAS. C++. statistics. Tableau."
"1848","Junior Quantitative Researcher - Machine Learning","Noblis","Chicago"," IL","Python. SQL. R. Excel. C++. statistics. Java."
"1849","Data Scientist","Indeed","Seattle"," WA","C++."
"1850","Machine Learning Engineer #93356","Md-Anderson-Cancer-Center","Santa Ana"," CA","Python. SQL. C++. statistics."
"1851","Data and Research Analyst","Kamehameha-Schools","Fort Washington"," PA","Python. SQL. R. C++."
"1852","Data Scientist-ISD","Walmart","Columbus"," OH","Python. SQL. R. C++. Tableau."
"1853","Data Scientist","Thyssenkrupp","Cleveland"," OH","Python. SQL. R. SAS. Excel. C++. Tableau."
"1854","Geospatial Data Scientist","Booz-Allen-Hamilton","Waltham"," MA","Python. R. Excel. C++."
"1855","Data Scientist Front End of Innovation","Owens-Corning","Charlotte"," NC","Python. SQL. R. C++."
"1856","Associate Research Scientist - Machine Learning","Pearson","Honolulu"," HI","Python. SQL. R. SAS. Excel. C++."
"1857","Sr. Data Scientist","Pivotal-Labs-Inc","Boston"," MA","R. C++. Tableau."
"1858","Data Scientist","Noblis","Granville"," OH","Python. SQL. C++. Java."
"1859","Manager, Data & Analytics Delivery","Pacific-Gas-and-Electric-Company-(pg&E)","Honolulu"," HI","NoSQL. R. C++. Java."
"1860","Research Scientist","Osu-Wexner-Medical-Center","Bentonville"," AR","SAS. Excel. C++. statistics. Java."
"1861","Statistician I","Nci-Information-Systems-Inc","Southfield"," MI","Python. R. SAS. C++. Java."
"1862","Semiconductor Patterning Data Scientist","Asml","Boston"," MA","C++."
"1863","Data Scientist - eBusiness","Parker-Hannifin","San Antonio"," TX","Python. SQL. NoSQL. R. SAS. Excel. C++. statistics."
"1864","Autonomy - Contributor DSP and Machine Learning Real Time Optimization","Qualcomm","Denver"," CO","SQL. C++."
"1865","Intern - Enterprise Data Science","Micron-Technology-Inc","Mountain View"," CA","Python. SQL. R. C++."
"1866","Data Analyst/Scientist","Booz-Allen-Hamilton","Denver"," CO","R. Excel. C++."
"1867","Junior Quantitative Researcher - Machine Learning","Akuna-Capital","Washington"," DC","C++."
"1868","Manager, Data & Analytics Delivery","Kamehameha-Schools","Honolulu"," HI","Python. R. C++."
"1869","Research Scientist","Walmart","Bentonville"," AR","C++."
"1870","Statistician I","Thyssenkrupp","Southfield"," MI","Python. R. Excel. C++. statistics. Java."
"1871","Semiconductor Patterning Data Scientist","Booz-Allen-Hamilton","Boston"," MA","Python. SQL. R. SAS. C++. statistics. Tableau."
"1872","Analyst - Business Analytics","Owens-Corning","Granville"," OH","Python. SQL. R. Excel. C++. statistics. Java."
"1873","Data Scientist - eBusiness","Pearson","San Antonio"," TX","C++."
"1874","Data Analyst/Scientist","Pivotal-Labs-Inc","Denver"," CO","Python. SQL. C++. statistics."
"1875","Junior Quantitative Researcher - Machine Learning","Noblis","Washington"," DC","Python. SQL. R. C++."
"1876","Manager, Data & Analytics Delivery","Pacific-Gas-and-Electric-Company-(pg&E)","Oklahoma City"," OK","Python. SQL. R. C++. Tableau."
"1877","Research Scientist","Osu-Wexner-Medical-Center","Seattle"," WA","Python. SQL. R. SAS. Excel. C++. Tableau."
"1878","Statistician I","Nci-Information-Systems-Inc","San Diego"," CA","Python. R. Excel. C++."
"1879","Semiconductor Patterning Data Scientist","Asml","Lowell"," AR","Python. SQL. R. C++."
"1880","Data Scientist - eBusiness","Parker-Hannifin","Durham"," NC","Python. SQL. R. SAS. Excel. C++."
"1881","Autonomy - Contributor DSP and Machine Learning Real Time Optimization","Qualcomm","Wayzata"," MN","R. C++. Tableau."
"1882","Intern - Enterprise Data Science","Micron-Technology-Inc","Pittsburgh"," PA","Python. SQL. C++. Java."
"1883","Data Analyst/Scientist","Booz-Allen-Hamilton","Charlotte"," NC","NoSQL. R. C++. Java."
"1884","Junior Quantitative Researcher - Machine Learning","Akuna-Capital","Mountain View"," CA","SAS. Excel. C++. statistics. Java."
"1885","Manager, Data & Analytics Delivery","Boeing","San Francisco"," CA","Python. R. SAS. C++. Java."
"1886","Statistician I","Qualcomm","Nashville"," TN","C++."
"1887","Semiconductor Patterning Data Scientist","Jb-Hunt","San Jose"," CA","Python. SQL. NoSQL. R. SAS. Excel. C++. statistics."
"1888","Autonomy - Contributor DSP and Machine Learning Real Time Optimization","Cargill","San Diego"," CA","SQL. C++."
"1889","Intern - Enterprise Data Science","Bny-Mellon","Boise"," ID","Python. SQL. R. C++."
"1890","Data Analyst/Scientist","Carolinas-Healthcare-System","McLean"," VA","R. Excel. C++."
"1891","Manager, Data & Analytics Delivery","Kamehameha-Schools","Honolulu"," HI","C++."
"1892","Research Scientist","Walmart","Bentonville"," AR","Python. R. C++."
"1893","Statistician I","Thyssenkrupp","Southfield"," MI","C++."
"1894","Semiconductor Patterning Data Scientist","Booz-Allen-Hamilton","Boston"," MA","Python. R. Excel. C++. statistics. Java."
"1895","Analyst - Business Analytics","Owens-Corning","Granville"," OH","Python. SQL. R. SAS. C++. statistics. Tableau."
"1896","Data Scientist - eBusiness","Pearson","San Antonio"," TX","Python. SQL. R. Excel. C++. statistics. Java."
"1897","Data Analyst/Scientist","Pivotal-Labs-Inc","Denver"," CO","C++."
"1898","Junior Quantitative Researcher - Machine Learning","Noblis","Washington"," DC","Python. SQL. C++. statistics."
"1899","Manager, Data & Analytics Delivery","Pacific-Gas-and-Electric-Company-(pg&E)","San Francisco"," CA","Python. SQL. R. C++."
"1900","Research Scientist","Osu-Wexner-Medical-Center","Columbus"," OH","Python. SQL. R. C++. Tableau."
"1901","Statistician I","Nci-Information-Systems-Inc","Nashville"," TN","Python. SQL. R. SAS. Excel. C++. Tableau."
"1902","Semiconductor Patterning Data Scientist","Asml","San Jose"," CA","Python. R. Excel. C++."
"1903","Data Scientist - eBusiness","Parker-Hannifin","Cleveland"," OH","Python. SQL. R. C++."
"1904","Autonomy - Contributor DSP and Machine Learning Real Time Optimization","Qualcomm","San Diego"," CA","Python. SQL. R. SAS. Excel. C++."
"1905","Intern - Enterprise Data Science","Micron-Technology-Inc","Boise"," ID","R. C++. Tableau."
"1906","Data Analyst/Scientist","Booz-Allen-Hamilton","McLean"," VA","Python. SQL. C++. Java."
"1907","Junior Quantitative Researcher - Machine Learning","Akuna-Capital","Chicago"," IL","NoSQL. R. C++. Java."
"1908","Manager, Data & Analytics Delivery","Boeing","Honolulu"," HI","SAS. Excel. C++. statistics. Java."
"1909","Statistician I","Qualcomm","Southfield"," MI","Python. R. SAS. C++. Java."
"1910","Semiconductor Patterning Data Scientist","Jb-Hunt","Boston"," MA","C++."
"1911","Autonomy - Contributor DSP and Machine Learning Real Time Optimization","Cargill","Denver"," CO","Python. SQL. NoSQL. R. SAS. Excel. C++. statistics."
"1912","Intern - Enterprise Data Science","Bny-Mellon","Mountain View"," CA","SQL. C++."
"1913","Data Analyst/Scientist","Carolinas-Healthcare-System","Denver"," CO","Python. SQL. R. C++."
"1914","Data and Research Analyst","Kamehameha-Schools","Honolulu"," HI","R. Excel. C++."
"1915","Data Scientist-ISD","Walmart","Bentonville"," AR","C++."
"1916","Data Scientist","Thyssenkrupp","Southfield"," MI","Python. R. C++."
"1917","Geospatial Data Scientist","Booz-Allen-Hamilton","Boston"," MA","C++."
"1918","Data Scientist Front End of Innovation","Owens-Corning","Granville"," OH","Python. R. Excel. C++. statistics. Java."
"1919","Associate Research Scientist - Machine Learning","Pearson","San Antonio"," TX","Python. SQL. R. SAS. C++. statistics. Tableau."
"1920","Sr. Data Scientist","Pivotal-Labs-Inc","Denver"," CO","Python. SQL. R. Excel. C++. statistics. Java."
"1921","Data Scientist","Noblis","Washington"," DC","C++."
"1922","Data and Research Analyst","Kamehameha-Schools","San Francisco"," CA","Python. SQL. C++. statistics."
"1923","Data Scientist-ISD","Walmart","Columbus"," OH","Python. SQL. R. C++."
"1924","Data Scientist","Thyssenkrupp","Nashville"," TN","Python. SQL. R. C++. Tableau."
"1925","Geospatial Data Scientist","Booz-Allen-Hamilton","San Jose"," CA","Python. SQL. R. SAS. Excel. C++. Tableau."
"1926","Data Scientist Front End of Innovation","Owens-Corning","Denver"," CO","Python. R. Excel. C++."
"1927","Associate Research Scientist - Machine Learning","Pearson","Cleveland"," OH","Python. SQL. R. C++."
"1928","Sr. Data Scientist","Pivotal-Labs-Inc","McLean"," VA","Python. SQL. R. SAS. Excel. C++."
"1929","Data Scientist","Noblis","Chicago"," IL","R. C++. Tableau."
"1930","Data and Research Analyst","Kamehameha-Schools","San Francisco"," CA","Python. SQL. C++. Java."
"1931","Data Scientist-ISD","Walmart","Columbus"," OH","NoSQL. R. C++. Java."
"1932","Data Scientist","Thyssenkrupp","Nashville"," TN","SAS. Excel. C++. statistics. Java."
"1933","Geospatial Data Scientist","Booz-Allen-Hamilton","San Jose"," CA","Python. R. SAS. C++. Java."
"1934","Data Scientist Front End of Innovation","Owens-Corning","Denver"," CO","C++."
"1935","Associate Research Scientist - Machine Learning","Pearson","Cleveland"," OH","Python. SQL. NoSQL. R. SAS. Excel. C++. statistics."
"1936","Sr. Data Scientist","Pivotal-Labs-Inc","McLean"," VA","SQL. C++."
"1937","Data Scientist","Noblis","Chicago"," IL","Python. SQL. R. C++."
"1938","Data and Research Analyst","Pacific-Gas-and-Electric-Company-(pg&E)","Honolulu"," HI","R. Excel. C++."
"1939","Data Scientist-ISD","Osu-Wexner-Medical-Center","Bentonville"," AR","C++."
"1940","Data Scientist","Nci-Information-Systems-Inc","Southfield"," MI","Python. R. C++."
"1941","Geospatial Data Scientist","Asml","Boston"," MA","C++."
"1942","Associate Research Scientist - Machine Learning","Parker-Hannifin","San Antonio"," TX","Python. R. Excel. C++. statistics. Java."
"1943","Research Analyst","Qualcomm","Denver"," CO","Python. SQL. R. SAS. C++. statistics. Tableau."
"1944","Data Scientist","Micron-Technology-Inc","Mountain View"," CA","Python. SQL. R. Excel. C++. statistics. Java."
"1945","Sr. Data Scientist","Booz-Allen-Hamilton","Denver"," CO","C++."
"1946","Data Scientist","Akuna-Capital","Washington"," DC","Python. SQL. C++. statistics."
"1947","STATISTICIAN DATA SCIENTIST - ENTERPRISE ANALYTICS","Unc-Health-Care","Charlotte"," NC","Python. SQL. R. C++."
"1948","Data Scientist","Indeed","Seattle"," WA","Python. SQL. R. C++. Tableau."
"1949","Machine Learning Engineer #93356","Sharp-Laboratories-of-America","Houston"," TX","Python. SQL. R. SAS. Excel. C++. Tableau."
"1950","Data and Research Analyst","Kamehameha-Schools","San Francisco"," CA","Python. R. Excel. C++."
"1951","Data Scientist-ISD","Walmart","Columbus"," OH","Python. SQL. R. C++."
"1952","Data Scientist","Thyssenkrupp","Nashville"," TN","Python. SQL. R. SAS. Excel. C++."
"1953","Geospatial Data Scientist","Booz-Allen-Hamilton","San Jose"," CA","R. C++. Tableau."
"1954","Data Scientist Front End of Innovation","Owens-Corning","Denver"," CO","Python. SQL. C++. Java."
"1955","Associate Research Scientist - Machine Learning","Pearson","Cleveland"," OH","NoSQL. R. C++. Java."
"1956","Sr. Data Scientist","Pivotal-Labs-Inc","McLean"," VA","SAS. Excel. C++. statistics. Java."
"1957","Data Scientist","Noblis","Chicago"," IL","Python. R. SAS. C++. Java."
"1958","Statistician, Predictive Biology (PhD)","Dupont","San Francisco"," CA","C++."
"1959","Data Scientist II","Vanguard","Columbus"," OH","Python. SQL. NoSQL. R. SAS. Excel. C++. statistics."
"1960","Data Analyst/Scientist","Booz-Allen-Hamilton","Nashville"," TN","SQL. C++."
"1961","Control Systems Data Scientist","Kulicke-&-Soffa-Industries-Inc","Cleveland"," OH","Python. SQL. R. C++."
"1962","Data Scientist","Express","San Diego"," CA","R. Excel. C++."
"1963","Data Scientist - eBusiness","Parker-Hannifin","Boise"," ID","C++."
"1964","Data Science Analyst - Periscope","Mckinsey-&-Company","McLean"," VA","Python. R. C++."
"1965","Statistician/Intermediate - Levine Cancer Institute","Carolinas-Healthcare-System","Chicago"," IL","C++."
"1966","Product Data Management Specialist Lead","Pacific-Gas-and-Electric-Company-(pg&E)","San Francisco"," CA","Python. R. Excel. C++. statistics. Java."
"1967","Data Scientist positions in Natural Language Processing","Osu-Wexner-Medical-Center","Columbus"," OH","Python. SQL. R. SAS. C++. statistics. Tableau."
"1968","System Integration & Test Engineer - Machine Learning","Nci-Information-Systems-Inc","Nashville"," TN","Python. SQL. R. Excel. C++. statistics. Java."
"1969","Data Scientist","Asml","San Jose"," CA","C++."
"1970","Data Engineer","Parker-Hannifin","Cleveland"," OH","Python. SQL. C++. statistics."
"1971","Data and Analytics Manager","Qualcomm","San Diego"," CA","Python. SQL. R. C++."
"1972","Quantitative Risk Analyst","Micron-Technology-Inc","Boise"," ID","Python. SQL. R. C++. Tableau."
"1973","Statistician/Intermediate - Levine Cancer Institute","Booz-Allen-Hamilton","McLean"," VA","Python. SQL. R. SAS. Excel. C++. Tableau."
"1974","Data Scientist, Machine Learning","Akuna-Capital","Chicago"," IL","Python. R. Excel. C++."
"1975","Data and Research Analyst","Kamehameha-Schools","San Francisco"," CA","Python. SQL. R. C++."
"1976","Data Scientist-ISD","Walmart","Columbus"," OH","Python. SQL. R. SAS. Excel. C++."
"1977","Data Scientist","Thyssenkrupp","Nashville"," TN","R. C++. Tableau."
"1978","Geospatial Data Scientist","Booz-Allen-Hamilton","San Jose"," CA","Python. SQL. C++. Java."
"1979","Data Scientist Front End of Innovation","Owens-Corning","Denver"," CO","NoSQL. R. C++. Java."
"1980","Associate Research Scientist - Machine Learning","Pearson","Cleveland"," OH","SAS. Excel. C++. statistics. Java."
"1981","Sr. Data Scientist","Pivotal-Labs-Inc","McLean"," VA","Python. R. SAS. C++. Java."
"1982","Data Scientist","Noblis","Chicago"," IL","C++."
"1983","Data and Research Analyst","Kamehameha-Schools","Honolulu"," HI","Python. SQL. NoSQL. R. SAS. Excel. C++. statistics."
"1984","Data Scientist-ISD","Walmart","Bentonville"," AR","SQL. C++."
"1985","Data Scientist","Thyssenkrupp","Southfield"," MI","Python. SQL. R. C++."
"1986","Geospatial Data Scientist","Booz-Allen-Hamilton","Boston"," MA","R. Excel. C++."
"1987","Data Scientist Front End of Innovation","Owens-Corning","Granville"," OH","C++."
"1988","Associate Research Scientist - Machine Learning","Pearson","San Antonio"," TX","Python. R. C++."
"1989","Sr. Data Scientist","Pivotal-Labs-Inc","Denver"," CO","C++."
"1990","Data Scientist","Noblis","Washington"," DC","Python. R. Excel. C++. statistics. Java."
"1991","Statistician, Predictive Biology (PhD)","Kamehameha-Schools","Honolulu"," HI","Python. SQL. R. SAS. C++. statistics. Tableau."
"1992","Data Scientist II","Walmart","Bentonville"," AR","Python. SQL. R. Excel. C++. statistics. Java."
"1993","Data Analyst/Scientist","Thyssenkrupp","Southfield"," MI","C++."
"1994","Data Engineer","Booz-Allen-Hamilton","Boston"," MA","Python. SQL. C++. statistics."
"1995","Data Scientist","Owens-Corning","Granville"," OH","Python. SQL. R. C++."
"1996","Control Systems Data Scientist","Pearson","San Antonio"," TX","Python. SQL. R. C++. Tableau."
"1997","Data Science Analyst - Periscope","Pivotal-Labs-Inc","Denver"," CO","Python. SQL. R. SAS. Excel. C++. Tableau."
"1998","Statistician/Intermediate - Levine Cancer Institute","Noblis","Washington"," DC","Python. R. Excel. C++."
"1999","Manager, Data & Analytics Delivery","Kamehameha-Schools","San Francisco"," CA","Python. SQL. R. C++."
"2000","Research Scientist","Walmart","Columbus"," OH","Python. SQL. R. SAS. Excel. C++."
"2001","Statistician I","Thyssenkrupp","Nashville"," TN","R. C++. Tableau."
"2002","Semiconductor Patterning Data Scientist","Booz-Allen-Hamilton","San Jose"," CA","Python. SQL. C++. Java."
"2003","Analyst - Business Analytics","Owens-Corning","Denver"," CO","NoSQL. R. C++. Java."
"2004","Data Scientist - eBusiness","Pearson","Cleveland"," OH","SAS. Excel. C++. statistics. Java."
"2005","Data Analyst/Scientist","Pivotal-Labs-Inc","McLean"," VA","Python. R. SAS. C++. Java."
"2006","Junior Quantitative Researcher - Machine Learning","Noblis","Chicago"," IL","C++."
"2007","Data Scientist, PhD (Temp-to-Hire)","Unc-Health-Care","Chapel Hill"," NC","Python. SQL. NoSQL. R. SAS. Excel. C++. statistics."
"2008","Data Scientist","Indeed","Seattle"," WA","SQL. C++."
"2009","Research Programmer - Genetics, next generation sequencing (NGS) data analysis","Sharp-Laboratories-of-America","Santa Ana"," CA","Python. SQL. R. C++."
"2010","Manager, Data & Analytics Delivery","Kulicke-&-Soffa-Industries-Inc","San Francisco"," CA","R. Excel. C++."
"2011","Research Scientist","Express","Columbus"," OH","C++."
"2012","Statistician I","Parker-Hannifin","Nashville"," TN","Python. R. C++."
"2013","Semiconductor Patterning Data Scientist","Mckinsey-&-Company","San Jose"," CA","C++."
"2014","Analyst - Business Analytics","Carolinas-Healthcare-System","Denver"," CO","Python. R. Excel. C++. statistics. Java."
"2015","Data Scientist - eBusiness","Kamehameha-Schools","Cleveland"," OH","Python. SQL. R. SAS. C++. statistics. Tableau."
"2016","Autonomy - Contributor DSP and Machine Learning Real Time Optimization","Walmart","San Diego"," CA","Python. SQL. R. Excel. C++. statistics. Java."
"2017","Intern - Enterprise Data Science","Thyssenkrupp","Boise"," ID","C++."
"2018","Data Analyst/Scientist","Booz-Allen-Hamilton","McLean"," VA","Python. SQL. C++. statistics."
"2019","Junior Quantitative Researcher - Machine Learning","Owens-Corning","Chicago"," IL","Python. SQL. R. C++."
"2020","Control Systems Data Scientist","Pacific-Gas-and-Electric-Company-(pg&E)","Honolulu"," HI","Python. SQL. R. C++. Tableau."
"2021","Data Scientist","Osu-Wexner-Medical-Center","Bentonville"," AR","Python. SQL. R. SAS. Excel. C++. Tableau."
"2022","Data Scientist - eBusiness","Nci-Information-Systems-Inc","Southfield"," MI","Python. R. Excel. C++."
"2023","Data Science Analyst - Periscope","Asml","Boston"," MA","Python. SQL. R. C++."
"2024","Data and Research Analyst","Parker-Hannifin","San Antonio"," TX","Python. SQL. R. SAS. Excel. C++."
"2025","Data Scientist-ISD","Qualcomm","Denver"," CO","R. C++. Tableau."
"2026","Data Scientist","Micron-Technology-Inc","Mountain View"," CA","Python. SQL. C++. Java."
"2027","Geospatial Data Scientist","Booz-Allen-Hamilton","Denver"," CO","NoSQL. R. C++. Java."
"2028","Data Scientist Front End of Innovation","Akuna-Capital","Washington"," DC","SAS. Excel. C++. statistics. Java."
"2029","Data and Research Analyst","Pacific-Gas-and-Electric-Company-(pg&E)","San Francisco"," CA","Python. R. SAS. C++. Java."
"2030","Data Scientist-ISD","Osu-Wexner-Medical-Center","Columbus"," OH","C++."
"2031","Data Scientist","Nci-Information-Systems-Inc","Nashville"," TN","Python. SQL. NoSQL. R. SAS. Excel. C++. statistics."
"2032","Geospatial Data Scientist","Asml","San Jose"," CA","SQL. C++."
"2033","Associate Research Scientist - Machine Learning","Parker-Hannifin","Cleveland"," OH","Python. SQL. R. C++."
"2034","Research Analyst","Qualcomm","San Diego"," CA","R. Excel. C++."
"2035","Data Scientist","Micron-Technology-Inc","Boise"," ID","C++."
"2036","Sr. Data Scientist","Booz-Allen-Hamilton","McLean"," VA","Python. R. C++."
"2037","Data Scientist","Akuna-Capital","Chicago"," IL","C++."
"2038","Data Engineer","Pacific-Gas-and-Electric-Company-(pg&E)","San Francisco"," CA","Python. R. Excel. C++. statistics. Java."
"2039","Data and Analytics Manager","Osu-Wexner-Medical-Center","Columbus"," OH","Python. SQL. R. SAS. C++. statistics. Tableau."
"2040","Quantitative Risk Analyst","Nci-Information-Systems-Inc","Nashville"," TN","Python. SQL. R. Excel. C++. statistics. Java."
"2041","Statistician/Intermediate - Levine Cancer Institute","Asml","San Jose"," CA","C++."
"2042","Manager, Data & Analytics Delivery","Parker-Hannifin","Cleveland"," OH","Python. SQL. C++. statistics."
"2043","Research Scientist","Qualcomm","San Diego"," CA","Python. SQL. R. C++."
"2044","Statistician I","Micron-Technology-Inc","Boise"," ID","Python. SQL. R. C++. Tableau."
"2045","Semiconductor Patterning Data Scientist","Booz-Allen-Hamilton","McLean"," VA","Python. SQL. R. SAS. Excel. C++. Tableau."
"2046","Analyst - Business Analytics","Akuna-Capital","Chicago"," IL","Python. R. Excel. C++."
"2047","Data and Research Analyst","Kamehameha-Schools","San Francisco"," CA","Python. SQL. R. C++."
"2048","Data Scientist-ISD","Walmart","Columbus"," OH","Python. SQL. R. SAS. Excel. C++."
"2049","Data Scientist","Thyssenkrupp","Nashville"," TN","R. C++. Tableau."
"2050","Geospatial Data Scientist","Booz-Allen-Hamilton","San Jose"," CA","Python. SQL. C++. Java."
"2051","Data Scientist Front End of Innovation","Owens-Corning","Denver"," CO","NoSQL. R. C++. Java."
"2052","Associate Research Scientist - Machine Learning","Pearson","Cleveland"," OH","SAS. Excel. C++. statistics. Java."
"2053","Sr. Data Scientist","Pivotal-Labs-Inc","McLean"," VA","Python. R. SAS. C++. Java."
"2054","Data Scientist","Noblis","Chicago"," IL","C++."
"2055","Manager, Data & Analytics Delivery","Pacific-Gas-and-Electric-Company-(pg&E)","San Francisco"," CA","Python. SQL. NoSQL. R. SAS. Excel. C++. statistics."
"2056","Research Scientist","Osu-Wexner-Medical-Center","Columbus"," OH","SQL. C++."
