title,company,industry,city,state,website
Data Scientist,Morning Consult,Business Services,Washington,DC,https://www.glassdoor.com/partner/jobListing.htm?pos=528&ao=4348&s=58&guid=0000015ed6829c129c8a572f23a7f5a2&src=GD_JOB_AD&vt=w&rtp=0&cb=1506837438126&jobListingId=2534512181
Data Scientist,Engage3,Information Technology,Davis,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=529&ao=85058&s=58&guid=0000015ed6829c129c8a572f23a7f5a2&src=GD_JOB_AD&vt=w&rtp=0&cb=1506837438126&jobListingId=2528405306
Data Scientist,Bank of America,Finance,Charlotte,NC,https://www.glassdoor.com/partner/jobListing.htm?pos=530&ao=133647&s=58&guid=0000015ed6829c129c8a572f23a7f5a2&src=GD_JOB_AD&vt=w&rtp=0&cb=1506837438126&jobListingId=2543031286
Data Scientist,NBCNEWScom,Media,NewYork,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=601&ao=4465&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=&ast=O&vt=w&slr=true&rtp=0&cb=1506837671583&jobListingId=2485856310
Data Scientist,Jobcase,Information Technology,Cambridge,MA,https://www.glassdoor.com/partner/jobListing.htm?pos=602&ao=4120&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=&ast=O&vt=w&slr=true&rtp=0&cb=1506837671586&jobListingId=2522971243
2018 Summer Data Science Intern,IM Flash Technologies,Manufacturing,Lehi,UT,https://www.glassdoor.com/partner/jobListing.htm?pos=603&ao=225505&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=&ast=O&vt=w&slr=true&rtp=0&cb=1506837671600&jobListingId=2545255524
Data Scientist,Avenue Code,Information Technology,SanFrancisco,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=604&ao=135961&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=&ast=O&vt=w&slr=true&rtp=0&cb=1506837671601&jobListingId=2543917024
Data Scientist,Avenue Code,Information Technology,SanFrancisco,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=604&ao=135961&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=&ast=O&vt=w&slr=true&rtp=0&cb=1506837671602&jobListingId=2543917024
Data Scientist,Knowles Corporation,Manufacturing,Itasca,IL,https://www.glassdoor.com/partner/jobListing.htm?pos=606&ao=231668&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=&ast=O&vt=w&slr=true&rtp=0&cb=1506837671612&jobListingId=2506056506
Data Scientist,Cameron Craig Group,Business Services,Moline,IL,https://www.glassdoor.com/partner/jobListing.htm?pos=607&ao=134171&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=&ast=O&vt=w&slr=true&rtp=0&cb=1506837671615&jobListingId=2526192070
Data Scientist,IntraEdge,Information Technology,NewYork,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=608&ao=179327&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=&ast=O&vt=w&slr=true&rtp=0&cb=1506837671616&jobListingId=2517250427
Data Scientist,Svam International,Information Technology,Jericho,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=609&ao=83255&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=&ast=O&vt=w&slr=true&rtp=0&cb=1506837671628&jobListingId=2546170996
Data Scientist,Morning Consult,Business Services,Washington,DC,https://www.glassdoor.com/partner/jobListing.htm?pos=610&ao=4348&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=&ast=O&vt=w&slr=true&rtp=0&cb=1506837671630&jobListingId=2534512181
Data Scientist,Morning Consult,Business Services,Washington,DC,https://www.glassdoor.com/partner/jobListing.htm?pos=610&ao=4348&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=&ast=O&vt=w&slr=true&rtp=0&cb=1506837671631&jobListingId=2534512181
Data Scientist,comScore,Business Services,NewYork,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=611&ao=202222&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=&ast=O&vt=w&slr=true&rtp=0&cb=1506837671634&jobListingId=2548866812
Data Scientist,DiaampCo,Retail,NewYork,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=612&ao=8095&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=&ast=O&vt=w&slr=true&rtp=0&cb=1506837671638&jobListingId=1871161850
Data Scientist,DiaampCo,Retail,NewYork,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=612&ao=8095&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=&ast=O&vt=w&slr=true&rtp=0&cb=1506837671643&jobListingId=1871161850
Data Scientist,Booz Allen Hamilton,Business Services,Boston,MA,https://www.glassdoor.com/partner/jobListing.htm?pos=613&ao=134088&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=&ast=O&vt=w&slr=true&rtp=0&cb=1506837671646&jobListingId=2545611759
Data Scientist,AdTheorent,Information Technology,NewYork,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=614&ao=4120&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=&ast=O&vt=w&slr=true&rtp=0&cb=1506837671677&jobListingId=2389527371
Data Scientist,Radius Intelligence,Information Technology,SanFrancisco,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=615&ao=85944&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=&ast=O&vt=w&slr=true&rtp=0&cb=1506837671679&jobListingId=2523741864
Sr Data Scientist,ACI Worldwide,Information Technology,Providence,RI,https://www.glassdoor.com/partner/jobListing.htm?pos=616&ao=220441&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=&ast=O&vt=w&slr=true&rtp=0&cb=1506837671680&jobListingId=2313256282
Data Scientist,Symantec,Information Technology,UnitedStates,NA,https://www.glassdoor.com/partner/jobListing.htm?pos=617&ao=133282&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=&ast=O&vt=w&slr=true&rtp=0&cb=1506837671682&jobListingId=2522983180
Data Scientist,Remind,Information Technology,SanFrancisco,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=618&ao=8095&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=&ast=O&vt=w&slr=true&rtp=0&cb=1506837671684&jobListingId=2392566779
Data Scientist,Newsela,Information Technology,NewYork,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=619&ao=173692&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=&ast=O&vt=w&slr=true&rtp=0&cb=1506837671686&jobListingId=2507433633
Data Scientist,Chubb,Insurance,WhitehouseStation,NJ,https://www.glassdoor.com/partner/jobListing.htm?pos=621&ao=153302&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=&ast=O&vt=w&slr=true&rtp=0&cb=1506837671700&jobListingId=2014614699
Data Scientist,Hollister Staffing,Business Services,Boston,MA,https://www.glassdoor.com/partner/jobListing.htm?pos=622&ao=134260&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=&ast=O&vt=w&slr=true&rtp=0&cb=1506837671703&jobListingId=2477622491
Data Scientist,VIVA USA,Information Technology,Chicago,IL,https://www.glassdoor.com/partner/jobListing.htm?pos=623&ao=4120&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=&ast=O&vt=w&slr=true&rtp=0&cb=1506837671715&jobListingId=2447374566
Data Scientist,ERGO Group,Insurance,Parktown,NC,https://www.glassdoor.com/partner/jobListing.htm?pos=624&ao=4120&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=&ast=O&vt=w&slr=true&rtp=0&cb=1506837671734&jobListingId=2349060287
Data Scientist,OnDeck,Finance,NewYork,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=625&ao=228749&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=&ast=O&vt=w&slr=true&rtp=0&cb=1506837671736&jobListingId=2475590627
Data Scientist,Nissan North America,Manufacturing,Franklin,TN,https://www.glassdoor.com/partner/jobListing.htm?pos=626&ao=4465&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=&ast=O&vt=w&slr=true&rtp=0&cb=1506837671740&jobListingId=2523585328
Data Scientist,The Climate Corp,Information Technology,SaintLouis,MO,https://www.glassdoor.com/partner/jobListing.htm?pos=627&ao=4128&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=&ast=O&vt=w&slr=true&rtp=0&cb=1506837671741&jobListingId=2463945687
Data Scientist,Bank of America,Finance,Charlotte,NC,https://www.glassdoor.com/partner/jobListing.htm?pos=628&ao=133647&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=&ast=O&vt=w&slr=true&rtp=0&cb=1506837671743&jobListingId=2543031286
Data Scientist,Qventus,Information Technology,MountainView,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=629&ao=229825&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=&ast=O&vt=w&slr=true&rtp=0&cb=1506837671748&jobListingId=2464783024
Data Scientist,Supercell,Media,SanFrancisco,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=630&ao=195717&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=&ast=O&vt=w&slr=true&rtp=0&cb=1506837671754&jobListingId=2012884382
Data Scientist,NBCNEWScom,Media,NewYork,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=601&ao=4465&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&vt=w&rtp=0&cb=1506837671760&jobListingId=2485856310
Data Scientist,Jobcase,Information Technology,Cambridge,MA,https://www.glassdoor.com/partner/jobListing.htm?pos=602&ao=4120&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&vt=w&rtp=0&cb=1506837671760&jobListingId=2522971243
2018 Summer Data Science Intern,IM Flash Technologies,Manufacturing,Lehi,UT,https://www.glassdoor.com/partner/jobListing.htm?pos=603&ao=225505&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&vt=w&rtp=0&cb=1506837671760&jobListingId=2545255524
Data Scientist,Avenue Code,Information Technology,SanFrancisco,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=604&ao=135961&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&vt=w&rtp=0&cb=1506837671760&jobListingId=2543917024
Data Scientist,ReqRoute Inc,Business Services,Plano,TX,https://www.glassdoor.com/partner/jobListing.htm?pos=605&ao=4321&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&vt=w&rtp=0&cb=1506837671760&jobListingId=2522565667
Data Scientist,Knowles Corporation,Manufacturing,Itasca,IL,https://www.glassdoor.com/partner/jobListing.htm?pos=606&ao=231668&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&vt=w&rtp=0&cb=1506837671849&jobListingId=2506056506
Data Scientist,Cameron Craig Group,Business Services,Moline,IL,https://www.glassdoor.com/partner/jobListing.htm?pos=607&ao=134171&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&vt=w&rtp=0&cb=1506837671849&jobListingId=2526192070
Data Scientist,IntraEdge,Information Technology,NewYork,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=608&ao=179327&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&vt=w&rtp=0&cb=1506837671849&jobListingId=2517250427
Data Scientist,Svam International,Information Technology,Jericho,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=609&ao=83255&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&vt=w&rtp=0&cb=1506837671849&jobListingId=2546170996
Data Scientist,Morning Consult,Business Services,Washington,DC,https://www.glassdoor.com/partner/jobListing.htm?pos=610&ao=4348&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&vt=w&rtp=0&cb=1506837671850&jobListingId=2534512181
Data Scientist,comScore,Business Services,NewYork,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=611&ao=202222&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&vt=w&rtp=0&cb=1506837671850&jobListingId=2548866812
Data Scientist,DiaampCo,Retail,NewYork,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=612&ao=8095&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&vt=w&rtp=0&cb=1506837671850&jobListingId=1871161850
Data Scientist,Booz Allen Hamilton,Business Services,Boston,MA,https://www.glassdoor.com/partner/jobListing.htm?pos=613&ao=134088&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&vt=w&rtp=0&cb=1506837671850&jobListingId=2545611759
Data Scientist,AdTheorent,Information Technology,NewYork,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=614&ao=4120&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&vt=w&rtp=0&cb=1506837671850&jobListingId=2389527371
Data Scientist,Radius Intelligence,Information Technology,SanFrancisco,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=615&ao=85944&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&vt=w&rtp=0&cb=1506837671850&jobListingId=2523741864
Sr Data Scientist,ACI Worldwide,Information Technology,Providence,RI,https://www.glassdoor.com/partner/jobListing.htm?pos=616&ao=220441&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&vt=w&rtp=0&cb=1506837671850&jobListingId=2313256282
Data Scientist,Symantec,Information Technology,UnitedStates,NA,https://www.glassdoor.com/partner/jobListing.htm?pos=617&ao=133282&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&vt=w&rtp=0&cb=1506837671850&jobListingId=2522983180
Data Scientist,Remind,Information Technology,SanFrancisco,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=618&ao=8095&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&vt=w&rtp=0&cb=1506837671850&jobListingId=2392566779
Data Scientist,Newsela,Information Technology,NewYork,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=619&ao=173692&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&vt=w&rtp=0&cb=1506837671850&jobListingId=2507433633
Data Scientist,Illinois Mathematics and Science Academy,Education,Aurora,IL,https://www.glassdoor.com/partner/jobListing.htm?pos=620&ao=4120&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&vt=w&rtp=0&cb=1506837671850&jobListingId=2511471269
Data Scientist,Chubb,Insurance,WhitehouseStation,NJ,https://www.glassdoor.com/partner/jobListing.htm?pos=621&ao=153302&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&vt=w&rtp=0&cb=1506837671850&jobListingId=2014614699
Data Scientist,Hollister Staffing,Business Services,Boston,MA,https://www.glassdoor.com/partner/jobListing.htm?pos=622&ao=134260&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&vt=w&rtp=0&cb=1506837671851&jobListingId=2477622491
Data Scientist,VIVA USA,Information Technology,Chicago,IL,https://www.glassdoor.com/partner/jobListing.htm?pos=623&ao=4120&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&vt=w&rtp=0&cb=1506837671851&jobListingId=2447374566
Data Scientist,ERGO Group,Insurance,Parktown,NC,https://www.glassdoor.com/partner/jobListing.htm?pos=624&ao=4120&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&vt=w&rtp=0&cb=1506837671851&jobListingId=2349060287
Data Scientist,OnDeck,Finance,NewYork,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=625&ao=228749&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&vt=w&rtp=0&cb=1506837671851&jobListingId=2475590627
Data Scientist,Nissan North America,Manufacturing,Franklin,TN,https://www.glassdoor.com/partner/jobListing.htm?pos=626&ao=4465&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&vt=w&rtp=0&cb=1506837671851&jobListingId=2523585328
Data Scientist,The Climate Corp,Information Technology,SaintLouis,MO,https://www.glassdoor.com/partner/jobListing.htm?pos=627&ao=4128&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&vt=w&rtp=0&cb=1506837671851&jobListingId=2463945687
Data Scientist,Bank of America,Finance,Charlotte,NC,https://www.glassdoor.com/partner/jobListing.htm?pos=628&ao=133647&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&vt=w&rtp=0&cb=1506837671851&jobListingId=2543031286
Data Scientist,Qventus,Information Technology,MountainView,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=629&ao=229825&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&vt=w&rtp=0&cb=1506837671851&jobListingId=2464783024
Data Scientist,Supercell,Media,SanFrancisco,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=630&ao=195717&s=58&guid=0000015ed6862c8d9755540f1ee9125d&src=GD_JOB_AD&vt=w&rtp=0&cb=1506837671851&jobListingId=2012884382
Data Scientist,Willis Towers Watson,Business Services,Philadelphia,PA,https://www.glassdoor.com/partner/jobListing.htm?pos=701&ao=133269&s=58&guid=0000015ed689f7b0a650798f45ef6ec4&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&rtp=0&cb=1506837920405&jobListingId=2534082425
Data Scientist,Svam International,Information Technology,Jericho,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=702&ao=83255&s=58&guid=0000015ed689f7b0a650798f45ef6ec4&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&rtp=0&cb=1506837920406&jobListingId=2546170996
Data Scientist,Svam International,Information Technology,Jericho,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=702&ao=83255&s=58&guid=0000015ed689f7b0a650798f45ef6ec4&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&rtp=0&cb=1506837920407&jobListingId=2546170996
Data Scientist,Travelport,Information Technology,Atlanta,GA,https://www.glassdoor.com/partner/jobListing.htm?pos=704&ao=219839&s=58&guid=0000015ed689f7b0a650798f45ef6ec4&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&rtp=0&cb=1506837920409&jobListingId=2533625773
Data Scientist,Tripping,Information Technology,SanFrancisco,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=705&ao=4120&s=58&guid=0000015ed689f7b0a650798f45ef6ec4&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&rtp=0&cb=1506837920411&jobListingId=2237072801
Data Scientist,comScore,Business Services,NewYork,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=706&ao=202222&s=58&guid=0000015ed689f7b0a650798f45ef6ec4&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&rtp=0&cb=1506837920412&jobListingId=2548866812
Data Scientist,Pinterest,Information Technology,SanFrancisco,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=707&ao=4120&s=58&guid=0000015ed689f7b0a650798f45ef6ec4&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&rtp=0&cb=1506837920413&jobListingId=2363339472
Data Scientist,Panjiva,Information Technology,Cambridge,MA,https://www.glassdoor.com/partner/jobListing.htm?pos=708&ao=4120&s=58&guid=0000015ed689f7b0a650798f45ef6ec4&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&rtp=0&cb=1506837920414&jobListingId=2525854686
Data Scientist,Jobcase,Information Technology,Cambridge,MA,https://www.glassdoor.com/partner/jobListing.htm?pos=709&ao=4120&s=58&guid=0000015ed689f7b0a650798f45ef6ec4&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&rtp=0&cb=1506837920414&jobListingId=2522971243
Data Scientist,Jobcase,Information Technology,Cambridge,MA,https://www.glassdoor.com/partner/jobListing.htm?pos=709&ao=4120&s=58&guid=0000015ed689f7b0a650798f45ef6ec4&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&rtp=0&cb=1506837920415&jobListingId=2522971243
Data Scientist,UPMC,Health Care,Pittsburgh,PA,https://www.glassdoor.com/partner/jobListing.htm?pos=710&ao=135098&s=58&guid=0000015ed689f7b0a650798f45ef6ec4&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&rtp=0&cb=1506837920416&jobListingId=2528785969
Data Scientist,DiaampCo,Retail,NewYork,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=711&ao=8095&s=58&guid=0000015ed689f7b0a650798f45ef6ec4&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&rtp=0&cb=1506837920417&jobListingId=1871161850
Data Scientist,AdTheorent,Information Technology,NewYork,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=712&ao=4120&s=58&guid=0000015ed689f7b0a650798f45ef6ec4&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&rtp=0&cb=1506837920419&jobListingId=2389527371
Data Scientist,Autolist,Information Technology,SanFrancisco,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=713&ao=215203&s=58&guid=0000015ed689f7b0a650798f45ef6ec4&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&rtp=0&cb=1506837920419&jobListingId=2493443619
Data Scientist,Autolist,Information Technology,SanFrancisco,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=713&ao=215203&s=58&guid=0000015ed689f7b0a650798f45ef6ec4&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&rtp=0&cb=1506837920420&jobListingId=2493443619
Data Scientist,Radius Intelligence,Information Technology,SanFrancisco,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=714&ao=85944&s=58&guid=0000015ed689f7b0a650798f45ef6ec4&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&rtp=0&cb=1506837920421&jobListingId=2523741864
Data Scientist,Booz Allen Hamilton,Business Services,Boston,MA,https://www.glassdoor.com/partner/jobListing.htm?pos=715&ao=134088&s=58&guid=0000015ed689f7b0a650798f45ef6ec4&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&rtp=0&cb=1506837920422&jobListingId=2545611759
Data Scientist,Tumblr,Information Technology,NewYork,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=718&ao=8095&s=58&guid=0000015ed689f7b0a650798f45ef6ec4&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&rtp=0&cb=1506837920427&jobListingId=2468678229
Data Scientist,STRATIM,Transportation amp Logistics,SanFrancisco,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=720&ao=148364&s=58&guid=0000015ed689f7b0a650798f45ef6ec4&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&rtp=0&cb=1506837920429&jobListingId=2540115704
Data Scientist,STRATIM,Transportation amp Logistics,SanFrancisco,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=720&ao=148364&s=58&guid=0000015ed689f7b0a650798f45ef6ec4&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&rtp=0&cb=1506837920430&jobListingId=2540115704
Data Scientist,eBay,NA,Brisbane,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=721&ao=37049&s=58&guid=0000015ed689f7b0a650798f45ef6ec4&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&rtp=0&cb=1506837920431&jobListingId=2520529114
Data Scientist,Levi Strauss,Retail,SanFrancisco,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=722&ao=133928&s=58&guid=0000015ed689f7b0a650798f45ef6ec4&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&rtp=0&cb=1506837920432&jobListingId=2518293294
Machine Learning Scientist,Versive,Information Technology,Seattle,WA,https://www.glassdoor.com/partner/jobListing.htm?pos=801&ao=179288&s=58&guid=0000015ed68bd45ab0ed7eeea5fe15c9&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&rtp=0&cb=1506838042231&jobListingId=2239836299
Data Scientist,Concur,Information Technology,Bellevue,WA,https://www.glassdoor.com/partner/jobListing.htm?pos=802&ao=132942&s=58&guid=0000015ed68bd45ab0ed7eeea5fe15c9&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&rtp=0&cb=1506838042232&jobListingId=2464372567
Data Scientist,BD,Manufacturing,SanDiego,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=803&ao=133593&s=58&guid=0000015ed68bd45ab0ed7eeea5fe15c9&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&rtp=0&cb=1506838042233&jobListingId=2469604740
Data Scientist,Avant,Finance,Chicago,IL,https://www.glassdoor.com/partner/jobListing.htm?pos=804&ao=148364&s=58&guid=0000015ed68bd45ab0ed7eeea5fe15c9&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&rtp=0&cb=1506838042234&jobListingId=2540116175
Data Scientist,VIVA USA,Information Technology,Chicago,IL,https://www.glassdoor.com/partner/jobListing.htm?pos=805&ao=4120&s=58&guid=0000015ed68bd45ab0ed7eeea5fe15c9&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&rtp=0&cb=1506838042236&jobListingId=2447374566
